year,planning_area_clean,subzone_clean,model,forecast_children_18m_to_6,bto_units_effective,bto_demand_addition,forecast_demand_children
2029,KALLANG,BOON KENG,XGBoost,478.5498962402344,159.0,19.08,478.5498962402344
2029,KALLANG,CRAWFORD,XGBoost,104.3090591430664,0.0,0.0,104.3090591430664
2029,KALLANG,GEYLANG BAHRU,XGBoost,165.87167358398438,0.0,0.0,165.87167358398438
2029,KALLANG,KALLANG BAHRU,XGBoost,0.0,0.0,0.0,0.0
2029,KALLANG,KAMPONG BUGIS,XGBoost,349.8213806152344,381.0,45.72,349.8213806152344
2029,KALLANG,KAMPONG JAVA,XGBoost,439.3262023925781,333.0,39.96,439.3262023925781
2029,KALLANG,LAVENDER,XGBoost,379.1307067871094,132.66666666666666,15.92,379.1307067871094
2029,KALLANG,TANJONG RHU,XGBoost,359.704833984375,0.0,0.0,359.704833984375
2029,LIM CHU KANG,LIM CHU KANG,XGBoost,0.0,0.0,0.0,0.0
2029,MANDAI,MANDAI EAST,XGBoost,0.0,0.0,0.0,0.0
2029,MANDAI,MANDAI ESTATE,XGBoost,35.033817291259766,0.0,0.0,35.033817291259766
2029,MANDAI,MANDAI WEST,XGBoost,0.0,0.0,0.0,0.0
2029,MARINA EAST,MARINA EAST,XGBoost,0.0,0.0,0.0,0.0
2029,MARINA SOUTH,MARINA SOUTH,XGBoost,0.0,0.0,0.0,0.0
2029,MARINE PARADE,EAST COAST,XGBoost,0.0,0.0,0.0,0.0
2029,MARINE PARADE,KATONG,XGBoost,428.321044921875,0.0,0.0,428.321044921875
2029,MARINE PARADE,MARINA EAST MP,XGBoost,0.0,0.0,0.0,0.0
2029,MARINE PARADE,MARINE PARADE,XGBoost,1023.9466552734375,0.0,0.0,1023.9466552734375
2029,MARINE PARADE,MOUNTBATTEN,XGBoost,455.5218200683594,0.0,0.0,455.5218200683594
2029,MUSEUM,BRAS BASAH,XGBoost,0.0,0.0,0.0,0.0
2029,MUSEUM,DHOBY GHAUT,XGBoost,0.0,0.0,0.0,0.0
2029,MUSEUM,FORT CANNING,XGBoost,0.0,0.0,0.0,0.0
2029,NEWTON,CAIRNHILL,XGBoost,257.4794006347656,0.0,0.0,257.4794006347656
2029,NEWTON,GOODWOOD PARK,XGBoost,78.2325210571289,0.0,0.0,78.2325210571289
2029,NEWTON,ISTANA NEGARA,XGBoost,0.0,0.0,0.0,0.0
2029,NEWTON,MONKS HILL,XGBoost,35.033817291259766,0.0,0.0,35.033817291259766
2029,NEWTON,NEWTON CIRCUS,XGBoost,0.0,0.0,0.0,0.0
2029,NEWTON,ORANGE GROVE,XGBoost,78.2325210571289,0.0,0.0,78.2325210571289
2029,NORTH EASTERN ISLANDS,NORTH EASTERN ISLANDS,XGBoost,0.0,0.0,0.0,0.0
2029,NOVENA,BALESTIER,XGBoost,1387.346435546875,593.0,71.16,1387.346435546875
2029,NOVENA,DUNEARN,XGBoost,104.3090591430664,0.0,0.0,104.3090591430664
2029,NOVENA,MALCOLM,XGBoost,257.4794006347656,0.0,0.0,257.4794006347656
2029,NOVENA,MOULMEIN,XGBoost,721.2999877929688,0.0,0.0,721.2999877929688
2029,NOVENA,MOUNT PLEASANT,XGBoost,0.0,0.0,0.0,0.0
2029,ORCHARD,BOULEVARD,XGBoost,0.0,0.0,0.0,0.0
2029,ORCHARD,SOMERSET,XGBoost,0.0,0.0,0.0,0.0
2029,ORCHARD,TANGLIN,XGBoost,0.0,0.0,0.0,0.0
2029,OUTRAM,CHINA SQUARE,XGBoost,0.0,0.0,0.0,0.0
2029,OUTRAM,CHINATOWN,XGBoost,309.109619140625,0.0,0.0,309.109619140625
2029,OUTRAM,PEARLS HILL,XGBoost,85.77974700927734,0.0,0.0,85.77974700927734
2029,OUTRAM,PEOPLES PARK,XGBoost,0.0,0.0,0.0,0.0
2029,PASIR RIS,FLORA DRIVE,XGBoost,571.7836303710938,0.0,0.0,571.7836303710938
2029,PASIR RIS,LOYANG EAST,XGBoost,2.311001777648926,0.0,0.0,2.311001777648926
2029,PASIR RIS,LOYANG WEST,XGBoost,0.0,0.0,0.0,0.0
2029,PASIR RIS,PASIR RIS CENTRAL,XGBoost,1293.2139892578125,0.0,0.0,1293.2139892578125
2029,PASIR RIS,PASIR RIS DRIVE,XGBoost,1493.5897216796875,0.0,0.0,1493.5897216796875
2029,PASIR RIS,PASIR RIS PARK,XGBoost,428.321044921875,0.0,0.0,428.321044921875
2029,PASIR RIS,PASIR RIS WAFER FAB PARK,XGBoost,0.0,0.0,0.0,0.0
2029,PASIR RIS,PASIR RIS WEST,XGBoost,1102.48974609375,0.0,0.0,1102.48974609375
2029,PAYA LEBAR,AIRPORT ROAD,XGBoost,0.0,0.0,0.0,0.0
2029,PAYA LEBAR,PAYA LEBAR EAST,XGBoost,0.0,0.0,0.0,0.0
2029,PAYA LEBAR,PAYA LEBAR NORTH,XGBoost,0.0,0.0,0.0,0.0
2029,PAYA LEBAR,PAYA LEBAR WEST,XGBoost,0.0,0.0,0.0,0.0
2029,PAYA LEBAR,PLAB,XGBoost,0.0,0.0,0.0,0.0
2029,PIONEER,BENOI SECTOR,XGBoost,0.0,0.0,0.0,0.0
2029,PIONEER,GUL BASIN,XGBoost,0.0,0.0,0.0,0.0
2029,PIONEER,GUL CIRCLE,XGBoost,0.0,0.0,0.0,0.0
2029,PIONEER,JOO KOON,XGBoost,0.0,0.0,0.0,0.0
2029,PIONEER,PIONEER SECTOR,XGBoost,0.0,0.0,0.0,0.0
2029,PUNGGOL,CONEY ISLAND,XGBoost,0.0,0.0,0.0,0.0
2029,PUNGGOL,MATILDA,XGBoost,3257.333740234375,320.6666666666667,38.48,3257.333740234375
2029,PUNGGOL,NORTHSHORE,XGBoost,3500.84765625,0.0,0.0,3500.84765625
2029,PUNGGOL,PUNGGOL CANAL,XGBoost,0.0,0.0,0.0,0.0
2029,PUNGGOL,PUNGGOL FIELD,XGBoost,1828.03369140625,0.0,0.0,1828.03369140625
2029,PUNGGOL,PUNGGOL TOWN CENTRE,XGBoost,1518.06005859375,0.0,0.0,1518.06005859375
2029,PUNGGOL,WATERWAY EAST,XGBoost,3206.242919921875,0.0,0.0,3206.242919921875
2029,QUEENSTOWN,COMMONWEALTH,XGBoost,78.2325210571289,0.0,0.0,78.2325210571289
2029,QUEENSTOWN,DOVER,XGBoost,427.8251953125,0.0,0.0,427.8251953125
2029,QUEENSTOWN,GHIM MOH,XGBoost,873.951904296875,619.3333333333334,74.32,873.951904296875
2029,QUEENSTOWN,HOLLAND DRIVE,XGBoost,283.47503662109375,0.0,0.0,283.47503662109375
2029,QUEENSTOWN,KENT RIDGE,XGBoost,78.2325210571289,0.0,0.0,78.2325210571289
2029,QUEENSTOWN,MARGARET DRIVE,XGBoost,1001.4749145507812,0.0,0.0,1001.4749145507812
2029,QUEENSTOWN,MEI CHIN,XGBoost,455.569091796875,0.0,0.0,455.569091796875
2029,QUEENSTOWN,NATIONAL UNIVERSITY OF SPORE,XGBoost,0.0,0.0,0.0,0.0
2029,QUEENSTOWN,ONE NORTH,XGBoost,78.2325210571289,0.0,0.0,78.2325210571289
2029,QUEENSTOWN,PASIR PANJANG 1,XGBoost,104.3090591430664,0.0,0.0,104.3090591430664
2029,QUEENSTOWN,PASIR PANJANG 2,XGBoost,78.2325210571289,0.0,0.0,78.2325210571289
2029,QUEENSTOWN,PORT,XGBoost,0.0,0.0,0.0,0.0
2029,QUEENSTOWN,QUEENSWAY,XGBoost,203.1379852294922,453.6666666666667,54.44,203.1379852294922
2029,QUEENSTOWN,SINGAPORE POLYTECHNIC,XGBoost,56.7362174987793,296.6666666666667,35.6,56.7362174987793
2029,QUEENSTOWN,TANGLIN HALT,XGBoost,461.3381652832031,408.0,48.96,461.3381652832031
2029,RIVER VALLEY,INSTITUTION HILL,XGBoost,257.4794006347656,0.0,0.0,257.4794006347656
2029,RIVER VALLEY,LEONIE HILL,XGBoost,130.14747619628906,0.0,0.0,130.14747619628906
2029,RIVER VALLEY,ONE TREE HILL,XGBoost,78.2325210571289,0.0,0.0,78.2325210571289
2029,RIVER VALLEY,OXLEY,XGBoost,29.656089782714844,0.0,0.0,29.656089782714844
2029,RIVER VALLEY,PATERSON,XGBoost,0.0,0.0,0.0,0.0
2029,ROCHOR,BENCOOLEN,XGBoost,0.0,0.0,0.0,0.0
2029,ROCHOR,FARRER PARK,XGBoost,78.2325210571289,0.0,0.0,78.2325210571289
2029,ROCHOR,KAMPONG GLAM,XGBoost,0.0,0.0,0.0,0.0
2029,ROCHOR,LITTLE INDIA,XGBoost,5.9124674797058105,0.0,0.0,5.9124674797058105
2029,ROCHOR,MACKENZIE,XGBoost,0.0,0.0,0.0,0.0
2029,ROCHOR,MOUNT EMILY,XGBoost,82.79061126708984,0.0,0.0,82.79061126708984
2029,ROCHOR,ROCHOR CANAL,XGBoost,0.0,0.0,0.0,0.0
2029,ROCHOR,SELEGIE,XGBoost,0.0,0.0,0.0,0.0
2029,ROCHOR,SUNGEI ROAD,XGBoost,91.80044555664062,320.0,38.4,91.80044555664062
2029,ROCHOR,VICTORIA,XGBoost,0.20448754727840424,0.0,0.0,0.20448754727840424
2029,SELETAR,PULAU PUNGGOL BARAT,XGBoost,0.0,0.0,0.0,0.0
2029,SELETAR,PULAU PUNGGOL TIMOR,XGBoost,0.0,0.0,0.0,0.0
2029,SELETAR,SELETAR,XGBoost,0.0,0.0,0.0,0.0
2029,SELETAR,SELETAR AEROSPACE PARK,XGBoost,0.0,0.0,0.0,0.0
2029,SEMBAWANG,ADMIRALTY,XGBoost,455.5218200683594,0.0,0.0,455.5218200683594
2029,SEMBAWANG,SEMBAWANG CENTRAL,XGBoost,1441.4178466796875,0.0,0.0,1441.4178466796875
2029,SEMBAWANG,SEMBAWANG EAST,XGBoost,2141.501953125,0.0,0.0,2141.501953125
2029,SEMBAWANG,SEMBAWANG NORTH,XGBoost,1001.4749145507812,0.0,0.0,1001.4749145507812
2029,SEMBAWANG,SEMBAWANG SPRINGS,XGBoost,1057.4776611328125,0.0,0.0,1057.4776611328125
2029,SEMBAWANG,SEMBAWANG STRAITS,XGBoost,78.2325210571289,0.0,0.0,78.2325210571289
2029,SEMBAWANG,SENOKO NORTH,XGBoost,0.0,0.0,0.0,0.0
2029,SEMBAWANG,SENOKO SOUTH,XGBoost,0.0,0.0,0.0,0.0
2029,SEMBAWANG,THE WHARVES,XGBoost,0.0,0.0,0.0,0.0
2029,SENGKANG,ANCHORVALE,XGBoost,2835.657958984375,0.0,0.0,2835.657958984375
2029,SENGKANG,COMPASSVALE,XGBoost,1049.948974609375,0.0,0.0,1049.948974609375
2029,SENGKANG,FERNVALE,XGBoost,3647.114501953125,0.0,0.0,3647.114501953125
2029,SENGKANG,LORONG HALUS NORTH,XGBoost,0.0,0.0,0.0,0.0
2029,SENGKANG,RIVERVALE,XGBoost,2250.980712890625,0.0,0.0,2250.980712890625
2029,SENGKANG,SENGKANG TOWN CENTRE,XGBoost,2326.162353515625,0.0,0.0,2326.162353515625
2029,SENGKANG,SENGKANG WEST,XGBoost,0.0,0.0,0.0,0.0
2029,SERANGOON,LORONG CHUAN,XGBoost,309.109619140625,0.0,0.0,309.109619140625
2029,SERANGOON,SELETAR HILLS,XGBoost,455.5218200683594,0.0,0.0,455.5218200683594
2029,SERANGOON,SERANGOON CENTRAL,XGBoost,571.7836303710938,0.0,0.0,571.7836303710938
2029,SERANGOON,SERANGOON GARDEN,XGBoost,1192.20947265625,110.0,13.200000000000001,1192.20947265625
2029,SERANGOON,SERANGOON NORTH,XGBoost,571.7836303710938,0.0,0.0,571.7836303710938
2029,SERANGOON,SERANGOON NORTH IND ESTATE,XGBoost,0.0,0.0,0.0,0.0
2029,SERANGOON,UPPER PAYA LEBAR,XGBoost,676.7509765625,0.0,0.0,676.7509765625
2029,SIMPANG,PULAU SELETAR,XGBoost,0.0,0.0,0.0,0.0
2029,SIMPANG,SIMPANG NORTH,XGBoost,0.0,0.0,0.0,0.0
2029,SIMPANG,SIMPANG SOUTH,XGBoost,0.0,0.0,0.0,0.0
2029,SIMPANG,TANJONG IRAU,XGBoost,0.0,0.0,0.0,0.0
2029,SINGAPORE RIVER,BOAT QUAY,XGBoost,0.0,0.0,0.0,0.0
2029,SINGAPORE RIVER,CLARKE QUAY,XGBoost,0.0,0.0,0.0,0.0
2029,SINGAPORE RIVER,ROBERTSON QUAY,XGBoost,257.4794006347656,0.0,0.0,257.4794006347656
2029,SOUTHERN ISLANDS,SENTOSA,XGBoost,85.77974700927734,0.0,0.0,85.77974700927734
2029,SOUTHERN ISLANDS,SOUTHERN GROUP,XGBoost,0.0,0.0,0.0,0.0
2029,STRAITS VIEW,STRAITS VIEW,XGBoost,0.0,0.0,0.0,0.0
2029,SUNGEI KADUT,GALI BATU,XGBoost,0.0,0.0,0.0,0.0
2029,SUNGEI KADUT,KRANJI,XGBoost,0.0,0.0,0.0,0.0
2029,SUNGEI KADUT,PANG SUA,XGBoost,0.0,0.0,0.0,0.0
2029,SUNGEI KADUT,RESERVOIR VIEW,XGBoost,0.0,0.0,0.0,0.0
2029,SUNGEI KADUT,TURF CLUB,XGBoost,0.0,0.0,0.0,0.0
2029,TAMPINES,SIMEI,XGBoost,1094.02783203125,0.0,0.0,1094.02783203125
2029,TAMPINES,TAMPINES EAST,XGBoost,3998.529052734375,89.0,10.68,3998.529052734375
2029,TAMPINES,TAMPINES NORTH,XGBoost,4613.224609375,0.0,0.0,4613.224609375
2029,TAMPINES,TAMPINES WEST,XGBoost,5308.65283203125,724.6666666666666,86.96,5308.65283203125
2029,TAMPINES,XILIN,XGBoost,2.311001777648926,0.0,0.0,2.311001777648926
2029,TANGLIN,CHATSWORTH,XGBoost,359.704833984375,0.0,0.0,359.704833984375
2029,TANGLIN,NASSIM,XGBoost,584.3069458007812,0.0,0.0,584.3069458007812
2029,TANGLIN,RIDOUT,XGBoost,78.2325210571289,0.0,0.0,78.2325210571289
2029,TANGLIN,TYERSALL,XGBoost,257.4794006347656,0.0,0.0,257.4794006347656
2029,TENGAH,BRICKLAND,XGBoost,0.0,0.0,0.0,0.0
2029,TENGAH,FOREST HILL,XGBoost,0.0,0.0,0.0,0.0
2029,TENGAH,GARDEN,XGBoost,1960.982421875,692.3333333333334,83.08,1960.982421875
2029,TENGAH,PARK,XGBoost,2614.852294921875,661.6666666666666,79.39999999999999,2614.852294921875
2029,TENGAH,PLANTATION,XGBoost,2749.775634765625,898.0,107.75999999999999,2749.775634765625
2029,TENGAH,TENGAH INDUSTRIAL ESTATE,XGBoost,0.0,0.0,0.0,0.0
2029,TOA PAYOH,BIDADARI,XGBoost,1642.6427001953125,0.0,0.0,1642.6427001953125
2029,TOA PAYOH,BOON TECK,XGBoost,584.3069458007812,0.0,0.0,584.3069458007812
2029,TOA PAYOH,BRADDELL,XGBoost,359.704833984375,0.0,0.0,359.704833984375
2029,TOA PAYOH,JOO SENG,XGBoost,309.109619140625,0.0,0.0,309.109619140625
2029,TOA PAYOH,KIM KEAT,XGBoost,455.5218200683594,0.0,0.0,455.5218200683594
2029,TOA PAYOH,LORONG 8 TOA PAYOH,XGBoost,85.77974700927734,0.0,0.0,85.77974700927734
2029,TOA PAYOH,PEI CHUN,XGBoost,198.04283142089844,128.33333333333334,15.399999999999999,198.04283142089844
2029,TOA PAYOH,POTONG PASIR,XGBoost,455.569091796875,0.0,0.0,455.569091796875
2029,TOA PAYOH,SENNETT,XGBoost,1538.0755615234375,0.0,0.0,1538.0755615234375
2029,TOA PAYOH,TOA PAYOH CENTRAL,XGBoost,1003.1356201171875,0.0,0.0,1003.1356201171875
2029,TOA PAYOH,TOA PAYOH WEST,XGBoost,481.7967529296875,0.0,0.0,481.7967529296875
2029,TOA PAYOH,WOODLEIGH,XGBoost,85.77974700927734,0.0,0.0,85.77974700927734
2029,TUAS,TENGEH,XGBoost,0.0,0.0,0.0,0.0
2029,TUAS,TUAS BAY,XGBoost,0.0,0.0,0.0,0.0
2029,TUAS,TUAS NORTH,XGBoost,0.0,0.0,0.0,0.0
2029,TUAS,TUAS PROMENADE,XGBoost,0.0,0.0,0.0,0.0
2029,TUAS,TUAS VIEW,XGBoost,0.0,0.0,0.0,0.0
2029,TUAS,TUAS VIEW EXTENSION,XGBoost,0.0,0.0,0.0,0.0
2029,WESTERN ISLANDS,JURONG ISLAND AND BUKOM,XGBoost,0.0,0.0,0.0,0.0
2029,WESTERN ISLANDS,SEMAKAU,XGBoost,0.0,0.0,0.0,0.0
2029,WESTERN ISLANDS,SUDONG,XGBoost,0.0,0.0,0.0,0.0
2029,WESTERN WATER CATCHMENT,BAHAR,XGBoost,0.0,0.0,0.0,0.0
2029,WESTERN WATER CATCHMENT,CLEANTECH,XGBoost,0.0,0.0,0.0,0.0
2029,WESTERN WATER CATCHMENT,MURAI,XGBoost,0.0,0.0,0.0,0.0
2029,WOODLANDS,GREENWOOD PARK,XGBoost,0.0,0.0,0.0,0.0
2029,WOODLANDS,MIDVIEW,XGBoost,1205.5050048828125,0.0,0.0,1205.5050048828125
2029,WOODLANDS,NORTH COAST,XGBoost,252.11927795410156,0.0,0.0,252.11927795410156
2029,WOODLANDS,SENOKO WEST,XGBoost,0.0,0.0,0.0,0.0
2029,WOODLANDS,WOODGROVE,XGBoost,1680.025634765625,375.6666666666667,45.080000000000005,1680.025634765625
2029,WOODLANDS,WOODLANDS EAST,XGBoost,3794.793212890625,0.0,0.0,3794.793212890625
2029,WOODLANDS,WOODLANDS REGIONAL CENTRE,XGBoost,887.51318359375,877.6666666666667,105.32,887.51318359375
2029,WOODLANDS,WOODLANDS SOUTH,XGBoost,1804.395751953125,210.0,25.2,1804.395751953125
2029,WOODLANDS,WOODLANDS WEST,XGBoost,1542.6961669921875,133.0,15.959999999999999,1542.6961669921875
2029,YISHUN,KHATIB,XGBoost,508.2326354980469,425.6666666666667,51.07999999999999,508.2326354980469
2029,YISHUN,LOWER SELETAR,XGBoost,1383.9605712890625,233.0,27.959999999999997,1383.9605712890625
2029,YISHUN,NEE SOON,XGBoost,10.493237495422363,0.0,0.0,10.493237495422363
2029,YISHUN,NORTHLAND,XGBoost,763.0986328125,0.0,0.0,763.0986328125
2029,YISHUN,SPRINGLEAF,XGBoost,107.07158660888672,0.0,0.0,107.07158660888672
2029,YISHUN,YISHUN CENTRAL,XGBoost,193.58370971679688,215.33333333333334,25.84,193.58370971679688
2029,YISHUN,YISHUN EAST,XGBoost,4352.3408203125,0.0,0.0,4352.3408203125
2029,YISHUN,YISHUN SOUTH,XGBoost,1460.80615234375,0.0,0.0,1460.80615234375
2029,YISHUN,YISHUN WEST,XGBoost,1286.2049560546875,0.0,0.0,1286.2049560546875
2030,ANG MO KIO,ANG MO KIO TOWN CENTRE,XGBoost,153.70645141601562,298.6666666666667,35.839999999999996,153.70645141601562
2030,ANG MO KIO,CHENG SAN,XGBoost,644.40478515625,0.0,0.0,644.40478515625
2030,ANG MO KIO,CHONG BOON,XGBoost,564.4144897460938,0.0,0.0,564.4144897460938
2030,ANG MO KIO,KEBUN BAHRU,XGBoost,564.4144897460938,0.0,0.0,564.4144897460938
2030,ANG MO KIO,SEMBAWANG HILLS,XGBoost,250.11021423339844,0.0,0.0,250.11021423339844
2030,ANG MO KIO,SHANGRI LA,XGBoost,644.40478515625,0.0,0.0,644.40478515625
2030,ANG MO KIO,TAGORE,XGBoost,250.11021423339844,0.0,0.0,250.11021423339844
2030,ANG MO KIO,TOWNSVILLE,XGBoost,420.95196533203125,0.0,0.0,420.95196533203125
2030,ANG MO KIO,YIO CHU KANG,XGBoost,0.0,0.0,0.0,0.0
2030,ANG MO KIO,YIO CHU KANG EAST,XGBoost,70.86344146728516,0.0,0.0,70.86344146728516
2030,ANG MO KIO,YIO CHU KANG NORTH,XGBoost,0.0,0.0,0.0,0.0
2030,ANG MO KIO,YIO CHU KANG WEST,XGBoost,644.40478515625,0.0,0.0,644.40478515625
2030,BEDOK,BAYSHORE,XGBoost,361.1785583496094,0.0,0.0,361.1785583496094
2030,BEDOK,BEDOK NORTH,XGBoost,2151.483154296875,144.33333333333334,17.32,2151.483154296875
2030,BEDOK,BEDOK RESERVOIR,XGBoost,1004.609375,0.0,0.0,1004.609375
2030,BEDOK,BEDOK SOUTH,XGBoost,2131.27099609375,722.6666666666666,86.71999999999998,2131.27099609375
2030,BEDOK,FRANKEL,XGBoost,1345.3895263671875,0.0,0.0,1345.3895263671875
2030,BEDOK,KAKI BUKIT,XGBoost,1023.9466552734375,0.0,0.0,1023.9466552734375
2030,BEDOK,KEMBANGAN,XGBoost,1301.25146484375,411.3333333333333,49.35999999999999,1301.25146484375
2030,BEDOK,SIGLAP,XGBoost,165.87167358398438,0.0,0.0,165.87167358398438
2030,BISHAN,BISHAN EAST,XGBoost,1359.4959716796875,0.0,0.0,1359.4959716796875
2030,BISHAN,MARYMOUNT,XGBoost,1003.1356201171875,0.0,0.0,1003.1356201171875
2030,BISHAN,UPPER THOMSON,XGBoost,1311.6552734375,0.0,0.0,1311.6552734375
2030,BOON LAY,LIU FANG,XGBoost,0.0,0.0,0.0,0.0
2030,BOON LAY,SAMULUN,XGBoost,0.0,0.0,0.0,0.0
2030,BOON LAY,SHIPYARD,XGBoost,0.0,0.0,0.0,0.0
2030,BOON LAY,TUKANG,XGBoost,0.0,0.0,0.0,0.0
2030,BUKIT BATOK,BRICKWORKS,XGBoost,3304.943115234375,263.3333333333333,31.599999999999998,3304.943115234375
2030,BUKIT BATOK,BUKIT BATOK CENTRAL,XGBoost,1023.9466552734375,0.0,0.0,1023.9466552734375
2030,BUKIT BATOK,BUKIT BATOK EAST,XGBoost,309.109619140625,0.0,0.0,309.109619140625
2030,BUKIT BATOK,BUKIT BATOK SOUTH,XGBoost,571.7836303710938,0.0,0.0,571.7836303710938
2030,BUKIT BATOK,BUKIT BATOK WEST,XGBoost,571.7836303710938,0.0,0.0,571.7836303710938
2030,BUKIT BATOK,GOMBAK,XGBoost,309.109619140625,0.0,0.0,309.109619140625
2030,BUKIT BATOK,GUILIN,XGBoost,455.569091796875,0.0,0.0,455.569091796875
2030,BUKIT BATOK,HILLVIEW,XGBoost,571.7836303710938,0.0,0.0,571.7836303710938
2030,BUKIT BATOK,HONG KAH NORTH,XGBoost,633.7855224609375,0.0,0.0,633.7855224609375
2030,BUKIT MERAH,ALEXANDRA HILL,XGBoost,455.569091796875,0.0,0.0,455.569091796875
2030,BUKIT MERAH,ALEXANDRA NORTH,XGBoost,193.86903381347656,301.3333333333333,36.16,193.86903381347656
2030,BUKIT MERAH,BUKIT HO SWEE,XGBoost,439.3262023925781,289.6666666666667,34.76,439.3262023925781
2030,BUKIT MERAH,BUKIT MERAH,XGBoost,0.0,0.0,0.0,0.0
2030,BUKIT MERAH,CITY TERMINALS,XGBoost,0.0,0.0,0.0,0.0
2030,BUKIT MERAH,DEPOT ROAD,XGBoost,257.4794006347656,0.0,0.0,257.4794006347656
2030,BUKIT MERAH,EVERTON PARK,XGBoost,117.64659881591797,0.0,0.0,117.64659881591797
2030,BUKIT MERAH,HENDERSON HILL,XGBoost,911.0551147460938,556.3333333333334,66.76,911.0551147460938
2030,BUKIT MERAH,KAMPONG TIONG BAHRU,XGBoost,257.4794006347656,0.0,0.0,257.4794006347656
2030,BUKIT MERAH,MARITIME SQUARE,XGBoost,257.4794006347656,0.0,0.0,257.4794006347656
2030,BUKIT MERAH,REDHILL,XGBoost,486.3984375,260.6666666666667,31.28,486.3984375
2030,BUKIT MERAH,SINGAPORE GENERAL HOSPITAL,XGBoost,0.0,0.0,0.0,0.0
2030,BUKIT MERAH,TELOK BLANGAH DRIVE,XGBoost,721.2999877929688,58.333333333333336,7.0,721.2999877929688
2030,BUKIT MERAH,TELOK BLANGAH RISE,XGBoost,309.109619140625,0.0,0.0,309.109619140625
2030,BUKIT MERAH,TELOK BLANGAH WAY,XGBoost,137.10247802734375,0.0,0.0,137.10247802734375
2030,BUKIT MERAH,TIONG BAHRU,XGBoost,455.569091796875,0.0,0.0,455.569091796875
2030,BUKIT MERAH,TIONG BAHRU STATION,XGBoost,455.569091796875,0.0,0.0,455.569091796875
2030,BUKIT PANJANG,BANGKIT,XGBoost,571.7836303710938,0.0,0.0,571.7836303710938
2030,BUKIT PANJANG,DAIRY FARM,XGBoost,359.704833984375,0.0,0.0,359.704833984375
2030,BUKIT PANJANG,FAJAR,XGBoost,1023.9466552734375,0.0,0.0,1023.9466552734375
2030,BUKIT PANJANG,JELEBU,XGBoost,718.1808471679688,111.33333333333333,13.36,718.1808471679688
2030,BUKIT PANJANG,NATURE RESERVE,XGBoost,82.79061126708984,0.0,0.0,82.79061126708984
2030,BUKIT PANJANG,SAUJANA,XGBoost,1023.9466552734375,0.0,0.0,1023.9466552734375
2030,BUKIT PANJANG,SENJA,XGBoost,1095.2763671875,0.0,0.0,1095.2763671875
2030,BUKIT TIMAH,ANAK BUKIT,XGBoost,1001.4749145507812,0.0,0.0,1001.4749145507812
2030,BUKIT TIMAH,CORONATION ROAD,XGBoost,455.569091796875,0.0,0.0,455.569091796875
2030,BUKIT TIMAH,FARRER COURT,XGBoost,571.7836303710938,0.0,0.0,571.7836303710938
2030,BUKIT TIMAH,HILLCREST,XGBoost,571.7836303710938,0.0,0.0,571.7836303710938
2030,BUKIT TIMAH,HOLLAND ROAD,XGBoost,571.7836303710938,0.0,0.0,571.7836303710938
2030,BUKIT TIMAH,LEEDON PARK,XGBoost,359.704833984375,0.0,0.0,359.704833984375
2030,BUKIT TIMAH,SWISS CLUB,XGBoost,359.704833984375,0.0,0.0,359.704833984375
2030,BUKIT TIMAH,ULU PANDAN,XGBoost,571.7836303710938,0.0,0.0,571.7836303710938
2030,CENTRAL WATER CATCHMENT,CENTRAL WATER CATCHMENT,XGBoost,0.0,0.0,0.0,0.0
2030,CHANGI,CHANGI AIRPORT,XGBoost,0.0,0.0,0.0,0.0
2030,CHANGI,CHANGI POINT,XGBoost,0.0,0.0,0.0,0.0
2030,CHANGI,CHANGI WEST,XGBoost,82.79061126708984,0.0,0.0,82.79061126708984
2030,CHANGI BAY,CHANGI BAY,XGBoost,0.0,0.0,0.0,0.0
2030,CHOA CHU KANG,CHOA CHU KANG CENTRAL,XGBoost,698.7550659179688,0.0,0.0,698.7550659179688
2030,CHOA CHU KANG,CHOA CHU KANG NORTH,XGBoost,698.7550659179688,0.0,0.0,698.7550659179688
2030,CHOA CHU KANG,KEAT HONG,XGBoost,2338.7880859375,0.0,0.0,2338.7880859375
2030,CHOA CHU KANG,PENG SIANG,XGBoost,1210.864990234375,0.0,0.0,1210.864990234375
2030,CHOA CHU KANG,TECK WHYE,XGBoost,1635.5523681640625,786.6666666666666,94.39999999999999,1635.5523681640625
2030,CHOA CHU KANG,YEW TEE,XGBoost,1095.2763671875,0.0,0.0,1095.2763671875
2030,CLEMENTI,CLEMENTI CENTRAL,XGBoost,455.5218200683594,0.0,0.0,455.5218200683594
2030,CLEMENTI,CLEMENTI NORTH,XGBoost,1131.010009765625,0.0,0.0,1131.010009765625
2030,CLEMENTI,CLEMENTI WEST,XGBoost,359.704833984375,0.0,0.0,359.704833984375
2030,CLEMENTI,CLEMENTI WOODS,XGBoost,721.2999877929688,0.0,0.0,721.2999877929688
2030,CLEMENTI,FABER,XGBoost,571.7836303710938,0.0,0.0,571.7836303710938
2030,CLEMENTI,PANDAN,XGBoost,0.0,0.0,0.0,0.0
2030,CLEMENTI,SUNSET WAY,XGBoost,257.4794006347656,0.0,0.0,257.4794006347656
2030,CLEMENTI,TOH TUCK,XGBoost,0.0,0.0,0.0,0.0
2030,CLEMENTI,WEST COAST,XGBoost,571.7836303710938,0.0,0.0,571.7836303710938
2030,DOWNTOWN CORE,ANSON,XGBoost,0.0,0.0,0.0,0.0
